"country","iso3c","year","gdp_pc_ppp"
"St. Vincent and the Grenadines","VCT","2015","12378.842727428"
"Sudan","SDN","2024","2115.81616210938"
"Sudan","SDN","2023","2420.65795898438"
"Sudan","SDN","2022","3355.37817382813"
"Sudan","SDN","2021","3248.9755859375"
"Sudan","SDN","2020","3348.57836914063"
"Sudan","SDN","2019","3914.2255859375"
"Sudan","SDN","2018","4199.25048828125"
"Sudan","SDN","2017","4252.42138671875"
"Sudan","SDN","2016","4470.35498046875"
"Sudan","SDN","2015","4217.01025390625"
"Suriname","SUR","2024","21800.5265989822"
"Suriname","SUR","2023","21110.1980204563"
"Suriname","SUR","2022","20078.836554595"
"Suriname","SUR","2021","18458.234999681"
"Suriname","SUR","2020","16946.8942361914"
"Suriname","SUR","2019","19771.5473885151"
"Suriname","SUR","2018","17855.4787141437"
"Suriname","SUR","2017","17567.6802396432"
"Suriname","SUR","2016","14475.3069644921"
"Suriname","SUR","2015","16543.5743051372"
"Sweden","SWE","2024","71844.9129880579"
"Sweden","SWE","2023","69226.3272756663"
"Sweden","SWE","2022","67075.6762724717"
"Sweden","SWE","2021","62731.700616293"
"Sweden","SWE","2020","57489.2657196219"
"Sweden","SWE","2019","57046.4463076951"
"Sweden","SWE","2018","53122.438677218"
"Sweden","SWE","2017","51474.1199115161"
"Sweden","SWE","2016","50289.7687144136"
"Sweden","SWE","2015","48772.0696057277"
"Switzerland","CHE","2024","96497.6947971323"
"Switzerland","CHE","2023","95141.5960943632"
"Switzerland","CHE","2022","94421.4576550424"
"Switzerland","CHE","2021","81001.4111206118"
"Switzerland","CHE","2020","72997.8239503282"
"Switzerland","CHE","2019","73732.2353322093"
"Switzerland","CHE","2018","70688.8187491194"
"Switzerland","CHE","2017","68193.5055940262"
"Switzerland","CHE","2016","67350.7518747757"
"Switzerland","CHE","2015","65265.04573356"
"Syrian Arab Republic","SYR","2022","4772.4616766716"
"Syrian Arab Republic","SYR","2021","4592.83860100874"
"Syrian Arab Republic","SYR","2020","3737.65751831376"
"Syrian Arab Republic","SYR","2019","3502.17511543737"
"Syrian Arab Republic","SYR","2018","3455.89227013449"
"Syrian Arab Republic","SYR","2017","3265.07029374996"
"Tajikistan","TJK","2024","5405.98011619139"
"Tajikistan","TJK","2023","4963.58295264504"
"Tajikistan","TJK","2022","4514.17512398164"
"Tajikistan","TJK","2021","3985.91247611219"
"Tajikistan","TJK","2020","3653.95976759112"
"Tajikistan","TJK","2019","3459.97365083434"
"Tajikistan","TJK","2018","3069.10385079592"
"Tajikistan","TJK","2017","3017.00314887354"
"Tajikistan","TJK","2016","2913.85679547445"
"Tajikistan","TJK","2015","2975.47097476092"
"Tanzania","TZA","2024","4220.79638671875"
"Tanzania","TZA","2023","4018.5166015625"
"Tanzania","TZA","2022","3799.8623046875"
"Tanzania","TZA","2021","3493.0830078125"
"Tanzania","TZA","2020","3290.60986328125"
"Tanzania","TZA","2019","2981.87451171875"
"Tanzania","TZA","2018","2727.88012695313"
"Tanzania","TZA","2017","2472.4931640625"
"Tanzania","TZA","2016","2434.69995117188"
"Tanzania","TZA","2015","2317.27978515625"
"Thailand","THA","2024","24712.0658575135"
"Thailand","THA","2023","23519.2120979823"
"Thailand","THA","2022","22243.0747727026"
"Thailand","THA","2021","20242.7700035656"
"Thailand","THA","2020","19163.7415152349"
"Thailand","THA","2019","19963.3918407099"
"Thailand","THA","2018","18876.2208766741"
"Thailand","THA","2017","17573.339815536"
"Thailand","THA","2016","16671.2506902144"
"Thailand","THA","2015","15791.1714762207"
"Timor-Leste","TLS","2024","4422.77882172399"
"Timor-Leste","TLS","2023","4806.82181559299"
"Timor-Leste","TLS","2022","5729.81171382517"
"Timor-Leste","TLS","2021","6825.04588630745"
"Timor-Leste","TLS","2020","6132.08299806495"
"Timor-Leste","TLS","2019","4556.61425715784"
"Timor-Leste","TLS","2018","3561.2877375981"
"Timor-Leste","TLS","2017","3463.11739023437"
"Timor-Leste","TLS","2016","3390.76224054133"
"Timor-Leste","TLS","2015","3107.57184587966"
"Togo","TGO","2024","3365.45809007306"
"Togo","TGO","2023","3154.43329348299"
"Togo","TGO","2022","2935.01367320787"
"Togo","TGO","2021","2638.81095267963"
"Togo","TGO","2020","2384.06645451827"
"Togo","TGO","2019","2214.69915550677"
"Togo","TGO","2018","2067.0664295966"
"Togo","TGO","2017","1985.52622129406"
"Togo","TGO","2016","1932.92614273869"
"Togo","TGO","2015","1879.66835517243"
"Tonga","TON","2023","7802.66986206107"
"Tonga","TON","2022","7296.17082139288"
"Tonga","TON","2021","6929.17669288438"
"Tonga","TON","2020","6675.6030498711"
"Tonga","TON","2019","6473.32058675406"
"Tonga","TON","2018","6392.60067749647"
"Tonga","TON","2017","6229.07024223894"
"Tonga","TON","2016","5920.1576147281"
"Tonga","TON","2015","5471.79679402302"
"Trinidad and Tobago","TTO","2024","36328.5130065685"
"Trinidad and Tobago","TTO","2023","34623.3691500959"
"Trinidad and Tobago","TTO","2022","32978.8585763159"
"Trinidad and Tobago","TTO","2021","30482.1201798631"
"Trinidad and Tobago","TTO","2020","26731.3556410029"
"Trinidad and Tobago","TTO","2019","29315.8054064667"
"Trinidad and Tobago","TTO","2018","28673.2413951653"
"Trinidad and Tobago","TTO","2017","28484.2557157494"
"Trinidad and Tobago","TTO","2016","28231.6820670092"
"Trinidad and Tobago","TTO","2015","29825.4628753017"
"Tunisia","TUN","2024","14521.0080937638"
"Tunisia","TUN","2023","14040.5961148142"
"Tunisia","TUN","2022","13618.5389918651"
"Tunisia","TUN","2021","12444.3264026887"
"Tunisia","TUN","2020","11918.066205483"
"Tunisia","TUN","2019","12494.7905733455"
"Tunisia","TUN","2018","11841.4061980603"
"Tunisia","TUN","2017","11288.7800135085"
"Tunisia","TUN","2016","10993.6638464522"
"Tunisia","TUN","2015","10782.5438382441"
"Turkiye","TUR","2024","45639.0192735944"
"Turkiye","TUR","2023","42786.2004948664"
"Turkiye","TUR","2022","39564.1103267333"
"Turkiye","TUR","2021","32105.5474400506"
"Turkiye","TUR","2020","29209.3308866883"
"Turkiye","TUR","2019","29016.4555653445"
"Turkiye","TUR","2018","28640.3401839802"
"Turkiye","TUR","2017","28353.5406410966"
"Turkiye","TUR","2016","26730.7599731835"
"Turkiye","TUR","2015","25890.0548901058"
"Turkmenistan","TKM","2024","21213.0862501953"
"Turkmenistan","TKM","2023","19828.9248461199"
"Turkmenistan","TKM","2022","18340.1112805299"
"Turkmenistan","TKM","2021","16434.1399060353"
"Turkmenistan","TKM","2020","15090.9394971778"
"Turkmenistan","TKM","2019","15477.7237643978"
"Turkmenistan","TKM","2018","14368.4621432532"
"Turkmenistan","TKM","2017","13278.4030353381"
"Turkmenistan","TKM","2016","12919.371222426"
"Turkmenistan","TKM","2015","12714.8137240363"
"Turks and Caicos Islands","TCA","2024","37954.3876543471"
"Turks and Caicos Islands","TCA","2023","35336.7403511449"
"Turks and Caicos Islands","TCA","2022","30220.8240138134"
"Turks and Caicos Islands","TCA","2021","25056.4880515569"
"Turks and Caicos Islands","TCA","2020","19530.0254075613"
"Turks and Caicos Islands","TCA","2019","31173.3797811743"
"Turks and Caicos Islands","TCA","2018","31151.4748574464"
"Turks and Caicos Islands","TCA","2017","30097.3550560987"
"Turks and Caicos Islands","TCA","2016","29780.5785774422"
"Turks and Caicos Islands","TCA","2015","27484.6414432499"
"Tuvalu","TUV","2023","6151.01047041608"
"Tuvalu","TUV","2022","5661.14384766376"
"Tuvalu","TUV","2021","5352.97862537897"
"Tuvalu","TUV","2020","5122.19827984698"
"Tuvalu","TUV","2019","5209.70002131965"
"Tuvalu","TUV","2018","4431.73186603207"
"Tuvalu","TUV","2017","4226.71874686288"
"Tuvalu","TUV","2016","4030.86241535456"
"Tuvalu","TUV","2015","3775.7556591637"
"Uganda","UGA","2024","3273.2671741364"
"Uganda","UGA","2023","3097.63702430619"
"Uganda","UGA","2022","2919.17775407108"
"Uganda","UGA","2021","2684.92035939744"
"Uganda","UGA","2020","2532.21950102069"
"Uganda","UGA","2019","2441.37445233821"
"Uganda","UGA","2018","2312.05752813495"
"Uganda","UGA","2017","2157.95747503369"
"Uganda","UGA","2016","2165.29759404413"
"Uganda","UGA","2015","2189.96485919003"
"Ukraine","UKR","2024","18550.462890625"
"Ukraine","UKR","2023","17665.34375"
"Ukraine","UKR","2022","14770.0712890625"
"Ukraine","UKR","2021","17846.408203125"
"Ukraine","UKR","2020","15541.02734375"
"Ukraine","UKR","2019","14217.486328125"
"Ukraine","UKR","2018","12554.8486328125"
"Ukraine","UKR","2017","11536.0810546875"
"Ukraine","UKR","2016","10864.6572265625"
"Ukraine","UKR","2015","9921.833984375"
"United Arab Emirates","ARE","2024","79228.738801276"
"United Arab Emirates","ARE","2023","77955.2951760879"
"United Arab Emirates","ARE","2022","75071.6586300351"
"United Arab Emirates","ARE","2021","68580.1485423483"
"United Arab Emirates","ARE","2020","66790.6822664754"
"United Arab Emirates","ARE","2019","79816.3010904406"
"United Arab Emirates","ARE","2018","77446.2269929923"
"United Arab Emirates","ARE","2017","70281.8889504211"
"United Arab Emirates","ARE","2016","69986.9835675887"
"United Arab Emirates","ARE","2015","73986.0636395945"
"United Kingdom","GBR","2024","62009.4907765366"
"United Kingdom","GBR","2023","59911.3467663209"
"United Kingdom","GBR","2022","59021.5721805914"
"United Kingdom","GBR","2021","51004.4271714238"
"United Kingdom","GBR","2020","48230.0477027461"
"United Kingdom","GBR","2019","50064.9605582187"
"United Kingdom","GBR","2018","47212.2045190522"
"United Kingdom","GBR","2017","46113.0211677324"
"United Kingdom","GBR","2016","44085.2025586772"
"United Kingdom","GBR","2015","42515.278865824"
"United States","USA","2024","85809.9003846359"
"United States","USA","2023","82304.6204272866"
"United States","USA","2022","77860.9112908848"
"United States","USA","2021","71307.4017277218"
"United States","USA","2020","64401.5074354209"
"United States","USA","2019","65227.9565911035"
"United States","USA","2018","62875.6661382728"
"United States","USA","2017","60047.7190728307"
"United States","USA","2016","57976.628204291"
"United States","USA","2015","56849.4697923159"
"Uruguay","URY","2024","36417.874162496"
"Uruguay","URY","2023","34470.9322201143"
"Uruguay","URY","2022","33000.918699951"
"Uruguay","URY","2021","29431.8850087471"
"Uruguay","URY","2020","25725.258216942"
"Uruguay","URY","2019","25782.6890198871"
"Uruguay","URY","2018","24386.4948473952"
"Uruguay","URY","2017","23606.6278007958"
"Uruguay","URY","2016","22840.5507069805"
"Uruguay","URY","2015","22168.6114189676"
"Uzbekistan","UZB","2024","11878.5528706848"
"Uzbekistan","UZB","2023","11106.9715934767"
"Uzbekistan","UZB","2022","10292.5309427485"
"Uzbekistan","UZB","2021","9247.64382703929"
"Uzbekistan","UZB","2020","8451.72505108114"
"Uzbekistan","UZB","2019","8544.08026729718"
"Uzbekistan","UZB","2018","8128.75520303523"
"Uzbekistan","UZB","2017","7818.01112977426"
"Uzbekistan","UZB","2016","6919.29475621804"
"Uzbekistan","UZB","2015","6799.57332842183"
"Vanuatu","VUT","2024","3605.60736691735"
"Vanuatu","VUT","2023","3567.81882030223"
"Vanuatu","VUT","2022","3452.60742693882"
"Vanuatu","VUT","2021","3135.83664945678"
"Vanuatu","VUT","2020","3117.64425292038"
"Vanuatu","VUT","2019","3314.66721352425"
"Vanuatu","VUT","2018","3232.94825800672"
"Vanuatu","VUT","2017","3145.92734989467"
"Vanuatu","VUT","2016","3029.80923948413"
"Vanuatu","VUT","2015","2965.84143257378"
"Viet Nam","VNM","2024","16385.5065565458"
"Viet Nam","VNM","2023","15033.8768594355"
"Viet Nam","VNM","2022","13905.1536875216"
"Viet Nam","VNM","2021","12048.9019935536"
"Viet Nam","VNM","2020","11609.3177276423"
"Viet Nam","VNM","2019","11029.2732083963"
"Viet Nam","VNM","2018","10009.9714756006"
"Viet Nam","VNM","2017","9169.73192052855"
"Viet Nam","VNM","2016","8374.50684516118"
"Viet Nam","VNM","2015","7671.5819778084"
"Virgin Islands (U.S.)","VIR","2022","49793.0324395716"
"Virgin Islands (U.S.)","VIR","2021","46893.5496988741"
"Virgin Islands (U.S.)","VIR","2020","41749.0800364553"
"Virgin Islands (U.S.)","VIR","2019","40021.7775798024"
"Virgin Islands (U.S.)","VIR","2018","36746.4868901838"
"Virgin Islands (U.S.)","VIR","2017","33893.5501815475"
"Virgin Islands (U.S.)","VIR","2016","33470.5904765526"
"Virgin Islands (U.S.)","VIR","2015","32573.7166812174"
"West Bank and Gaza","PSE","2024","4371.11135857265"
"West Bank and Gaza","PSE","2023","5950.02006184393"
"West Bank and Gaza","PSE","2022","6163.24897837613"
"West Bank and Gaza","PSE","2021","5663.12160743584"
"West Bank and Gaza","PSE","2020","5956.28620064819"
"West Bank and Gaza","PSE","2019","6508.44835080318"
"West Bank and Gaza","PSE","2018","6215.81647317396"
"West Bank and Gaza","PSE","2017","6106.64574037122"
"West Bank and Gaza","PSE","2016","6062.23274844577"
"West Bank and Gaza","PSE","2015","5769.98236633203"
"Zambia","ZMB","2024","4214.89277804799"
"Zambia","ZMB","2023","4076.99508686641"
"Zambia","ZMB","2022","3840.72450511139"
"Zambia","ZMB","2021","3503.03491418372"
"Zambia","ZMB","2020","3157.30009311643"
"Zambia","ZMB","2019","3361.39750299612"
"Zambia","ZMB","2018","3442.27307196302"
"Zambia","ZMB","2017","3391.62768492775"
"Zambia","ZMB","2016","3313.35121570029"
"Zambia","ZMB","2015","3337.47306887696"
"Zimbabwe","ZWE","2024","5928.0806252756"
"Zimbabwe","ZWE","2023","5791.19212877988"
"Zimbabwe","ZWE","2022","5395.8562980064"
"Zimbabwe","ZWE","2021","4827.0886936086"
"Zimbabwe","ZWE","2020","4178.58557943828"
"Zimbabwe","ZWE","2019","4165.55567835558"
"Zimbabwe","ZWE","2018","3992.890718675"
"Zimbabwe","ZWE","2017","10756.4454416985"
"Zimbabwe","ZWE","2016","4275.4493505094"
"Zimbabwe","ZWE","2015","4045.89864738798"
